address,bank,body,from_or_to,amount
AD-ICICIB,ICICI Bank,"ICICI Alert: ₹4,8,025.43 received via UPI to ICICI Bank A/c xxxx6421 from Ola (ola@kotak) on 11-06-25. Ref 207640751789.",Ola,48025.43
AD-AXISBK-S,Axis Bank,AXIS Alert: INR156.60 sent via UPI from Axis Bank A/c xxxx3972 to Karthik M (karthikm@kotak) on 30-Jul-2025. Ref 852772823801.,Karthik M,156.6
BP-KOTAKUPI-S,Kotak Mahindra Bank,"KOTAK Alert: INR2,514.95 received via UPI to Kotak Mahindra Bank A/c **2443 from Paytm (paytm@okaxis) on 22/06/2025. Ref 452313239668.",Paytm,2514.95
VK-AXISUPI-S,Axis Bank,AXIS Alert: Rs.469.25 received via UPI to Axis Bank A/c **6187 from Divya R (divyar@axl) on 01/06/2025. Ref 957093242537.,Divya R,469.25
AD-SBIUPI-I,State Bank of India,"SBI Alert: Rs.8,771.26 received via UPI to State Bank of India A/c **3651 from Flipkart (flipkart@upi) on 05-Aug-2025. Ref 676459116875.",Flipkart,8771.26
VK-INDUSUPI-S,IndusInd Bank,INDUSIND Alert: INR195.32 received via UPI to IndusInd Bank A/c **1273 from Nisha S (nishas@okhdfcbank) on 25/08/2025. Ref 584386940906.,Nisha S,195.32
JD-IDFCFB-I,IDFC FIRST Bank,IDFC Alert: INR472.07 received via UPI to IDFC FIRST Bank A/c xxxx3157 from Airtel Prepaid (airtelprep@okaxis) on 01/08/2025. Ref 882714057562.,Airtel Prepaid,472.07
AX-AXISBK,Axis Bank,"AXIS Alert: Rs.1,2,832.44 sent via UPI from Axis Bank A/c xxxx7466 to Vikas T (vikast@sbi) on 06-08-25. Ref 490597803906.",Vikas T,12832.44
BZ-HDFCBK-S,HDFC Bank,"HDFC Alert: Rs.4,307.07 sent via UPI from HDFC Bank A/c **1679 to Google Play Store (googleplay@sbi) on 06/06/2025. Ref 480643821171.",Google Play Store,4307.07
VK-BOBUPI-I,Bank of Baroda,BOB Alert: INR916.65 sent via UPI from Bank of Baroda A/c XX4819 to Vikas T (vikast@sbi) on 12-07-25. Ref 576069486615.,Vikas T,916.65
AD-BOBMSG-I,Bank of Baroda,BOB Alert: Rs.249.61 sent via UPI from Bank of Baroda A/c **5737 to PhonePe (phonepe@upi) on 11/08/2025. Ref 596536308813.,PhonePe,249.61
VM-IDFCUPI-I,IDFC FIRST Bank,"IDFC Alert: Rs.3,7,999.71 received via UPI to IDFC FIRST Bank A/c XX1488 from Sunita J (sunitaj@axl) on 07-06-25. Ref 249763947421.",Sunita J,37999.71
TM-SBIINB-S,State Bank of India,"SBI Alert: INR3,688.40 received via UPI to State Bank of India A/c **4396 from IRCTC (irctc@okhdfcbank) on 11-08-25. Ref 703122228024.",IRCTC,3688.4
TM-SBIINB,State Bank of India,"SBI Alert: INR3,5,709.73 received via UPI to State Bank of India A/c xxxx2812 from Suresh R (sureshr@ybl) on 21-Jun-2025. Ref 954907995539.",Suresh R,35709.73
VM-IDFCUPI-I,IDFC FIRST Bank,IDFC Alert: ₹344.93 received via UPI to IDFC FIRST Bank A/c **1245 from Amazon (amazon@upi) on 08/07/2025. Ref 318617760435.,Amazon,344.93
VM-INDUSB-I,IndusInd Bank,"INDUSIND Alert: INR1,876.32 sent via UPI from IndusInd Bank A/c **1390 to Lavanya K (lavanyak@okhdfcbank) on 13/07/2025. Ref 608034750358.",Lavanya K,1876.32
JD-IDFCFB-I,IDFC FIRST Bank,IDFC Alert: ₹111.21 sent via UPI from IDFC FIRST Bank A/c XX9860 to Amazon (amazon@oksbi) on 07-Jul-2025. Ref 076905266213.,Amazon,111.21
VK-PNBUPI-S,Punjab National Bank,PNB Alert: Rs.408.06 sent via UPI from Punjab National Bank A/c xxxx8380 to Sunita J (sunitaj@kotak) on 15-08-25. Ref 522033799917.,Sunita J,408.06
MD-PNBSMS-S,Punjab National Bank,PNB Alert: Rs.404.68 received via UPI to Punjab National Bank A/c xxxx6327 from Paytm (paytm@kotak) on 02-08-25. Ref 726265639849.,Paytm,404.68
AX-AXISBK-I,Axis Bank,"AXIS Alert: ₹4,8,640.26 sent via UPI from Axis Bank A/c xxxx1998 to Vikas T (vikast@sbi) on 25-Jun-2025. Ref 525671808685.",Vikas T,48640.26
AD-PNBSMS-S,Punjab National Bank,"PNB Alert: Rs.4,2,742.81 received via UPI to Punjab National Bank A/c xxxx5761 from Ola (ola@okhdfcbank) on 07/06/2025. Ref 339837189564.",Ola,42742.81
VM-HDFCBK-S,HDFC Bank,HDFC Alert: INR303.31 received via UPI to HDFC Bank A/c xxxx7080 from Meena S (meenas@okaxis) on 02-07-25. Ref 663495122491.,Meena S,303.31
AD-INDUSB,IndusInd Bank,"INDUSIND Alert: ₹1,8,019.06 sent via UPI from IndusInd Bank A/c xxxx3723 to Zomato (zomato@axl) on 14-Jun-2025. Ref 407422890821.",Zomato,18019.06
BP-KOTAKUPI-S,Kotak Mahindra Bank,"KOTAK Alert: ₹3,204.79 received via UPI to Kotak Mahindra Bank A/c **9331 from Kiran Rao (kiranrao@okhdfcbank) on 12-Jun-2025. Ref 458871101592.",Kiran Rao,3204.79
VK-ICICIB-I,ICICI Bank,"ICICI Alert: ₹3,613.30 sent via UPI from ICICI Bank A/c **3599 to BPCL (bpcl@sbi) on 26/06/2025. Ref 756081826904.",BPCL,3613.3
AD-INDUSB,IndusInd Bank,"INDUSIND Alert: INR3,916.06 received via UPI to IndusInd Bank A/c xxxx8601 from Divya R (divyar@sbi) on 10-Jun-2025. Ref 475009689805.",Divya R,3916.06
AD-KOTAKB-S,Kotak Mahindra Bank,"KOTAK Alert: Rs.3,647.28 received via UPI to Kotak Mahindra Bank A/c **4508 from Croma (croma@sbi) on 26/06/2025. Ref 450988419051.",Croma,3647.28
VK-BOBUPI-S,Bank of Baroda,"BOB Alert: ₹7,026.37 received via UPI to Bank of Baroda A/c **4042 from Suresh R (sureshr@kotak) on 25/08/2025. Ref 120792015754.",Suresh R,7026.37
VM-HDFCBK,HDFC Bank,"HDFC Alert: ₹3,6,374.38 sent via UPI from HDFC Bank A/c **3227 to Flipkart (flipkart@upi) on 25-Jun-2025. Ref 925409853031.",Flipkart,36374.38
MD-PNBSMS-I,Punjab National Bank,PNB Alert: ₹453.47 received via UPI to Punjab National Bank A/c xxxx2373 from Amit Sharma (amitsharma@ybl) on 14-Aug-2025. Ref 629271766706.,Amit Sharma,453.47
BP-KOTAKUPI,Kotak Mahindra Bank,KOTAK Alert: INR372.23 sent via UPI from Kotak Mahindra Bank A/c **8942 to Paytm (paytm@axl) on 05-07-25. Ref 620594345410.,Paytm,372.23
VK-YESUPI-S,YES Bank,YES Alert: Rs.450.24 sent via UPI from YES Bank A/c XX6192 to Manoj P (manojp@okaxis) on 24-08-25. Ref 799209098348.,Manoj P,450.24
AD-BOBMSG-S,Bank of Baroda,"BOB Alert: INR6,324.23 sent via UPI from Bank of Baroda A/c xxxx9825 to Myntra (myntra@idfcbank) on 27-Jun-2025. Ref 922187706940.",Myntra,6324.23
BZ-HDFCBK,HDFC Bank,"HDFC Alert: ₹1,252.92 received via UPI to HDFC Bank A/c **9789 from Suresh R (sureshr@okaxis) on 20-Aug-2025. Ref 466837113355.",Suresh R,1252.92
VK-INDUSUPI-S,IndusInd Bank,"INDUSIND Alert: ₹1,233.79 sent via UPI from IndusInd Bank A/c **2742 to Myntra (myntra@kotak) on 20-Jun-2025. Ref 668375047740.",Myntra,1233.79
AD-IDFCFB-S,IDFC FIRST Bank,IDFC Alert: ₹107.27 received via UPI to IDFC FIRST Bank A/c XX1653 from Manoj P (manojp@okhdfcbank) on 01-Jun-2025. Ref 992121507897.,Manoj P,107.27
AD-ICICIB-I,ICICI Bank,"ICICI Alert: INR4,104.08 received via UPI to ICICI Bank A/c XX7025 from Ola (ola@upi) on 31/07/2025. Ref 066867403324.",Ola,4104.08
AD-INDUSB-I,IndusInd Bank,INDUSIND Alert: ₹160.08 sent via UPI from IndusInd Bank A/c **5366 to Rajesh Kumar (rajeshkuma@kotak) on 17/07/2025. Ref 290250673657.,Rajesh Kumar,160.08
BZ-HDFCBK-I,HDFC Bank,"HDFC Alert: INR1,2,483.91 sent via UPI from HDFC Bank A/c xxxx4464 to Myntra (myntra@kotak) on 21/08/2025. Ref 148247850300.",Myntra,12483.91
VK-INDUSUPI-S,IndusInd Bank,INDUSIND Alert: Rs.468.95 sent via UPI from IndusInd Bank A/c XX9294 to Kiran Rao (kiranrao@okaxis) on 16/07/2025. Ref 637121103927.,Kiran Rao,468.95
BP-KOTAKUPI-I,Kotak Mahindra Bank,"KOTAK Alert: INR2,9,620.98 received via UPI to Kotak Mahindra Bank A/c XX1662 from Airtel Prepaid (airtelprep@axl) on 28-08-25. Ref 874373767748.",Airtel Prepaid,29620.98
AD-HDFCBK-S,HDFC Bank,"HDFC Alert: Rs.3,8,643.34 received via UPI to HDFC Bank A/c xxxx5998 from Divya R (divyar@axl) on 15-Jul-2025. Ref 647007783940.",Divya R,38643.34
VM-INDUSB-S,IndusInd Bank,"INDUSIND Alert: ₹2,6,196.15 received via UPI to IndusInd Bank A/c xxxx9650 from VI Prepaid (viprepaid@axl) on 06/08/2025. Ref 038799397286.",VI Prepaid,26196.15
AD-INDUSB,IndusInd Bank,"INDUSIND Alert: ₹1,1,669.69 sent via UPI from IndusInd Bank A/c **2034 to Karthik M (karthikm@upi) on 02-Aug-2025. Ref 199440090585.",Karthik M,11669.69
VK-PNBUPI-S,Punjab National Bank,"PNB Alert: Rs.1,6,015.37 received via UPI to Punjab National Bank A/c **8368 from JioMart (jiomart@sbi) on 26-06-25. Ref 108322941340.",JioMart,16015.37
VM-INDUSB-I,IndusInd Bank,"INDUSIND Alert: INR4,3,449.59 received via UPI to IndusInd Bank A/c xxxx3170 from Neha Malhotra (nehamalhot@okaxis) on 12-06-25. Ref 374994061101.",Neha Malhotra,43449.59
MD-PNBSMS-S,Punjab National Bank,"PNB Alert: INR2,0,635.48 sent via UPI from Punjab National Bank A/c **5363 to Flipkart (flipkart@okhdfcbank) on 02-Jul-2025. Ref 466894818061.",Flipkart,20635.48
AD-INDUSB-S,IndusInd Bank,"INDUSIND Alert: Rs.3,4,724.80 received via UPI to IndusInd Bank A/c **7129 from Divya R (divyar@upi) on 24-Jul-2025. Ref 474769745969.",Divya R,34724.8
AD-HDFCBK-I,HDFC Bank,HDFC Alert: ₹268.88 received via UPI to HDFC Bank A/c **2797 from Myntra (myntra@ybl) on 13/06/2025. Ref 727975739112.,Myntra,268.88
AD-SBIUPI-S,State Bank of India,SBI Alert: INR345.89 sent via UPI from State Bank of India A/c XX4267 to Lavanya K (lavanyak@idfcbank) on 11-07-25. Ref 086856390939.,Lavanya K,345.89
VK-SBIINB-S,State Bank of India,"SBI Alert: Rs.3,6,101.42 received via UPI to State Bank of India A/c **5177 from Flipkart (flipkart@ibl) on 27-06-25. Ref 616945849009.",Flipkart,36101.42
AD-PNBSMS-I,Punjab National Bank,"PNB Alert: INR1,885.73 sent via UPI from Punjab National Bank A/c **2593 to Lavanya K (lavanyak@ibl) on 11-08-25. Ref 834951541522.",Lavanya K,1885.73
VM-IDFCUPI,IDFC FIRST Bank,"IDFC Alert: INR1,449.21 received via UPI to IDFC FIRST Bank A/c XX9662 from DMart (dmart@ibl) on 17/06/2025. Ref 791982432895.",DMart,1449.21
VM-IDFCUPI-S,IDFC FIRST Bank,"IDFC Alert: ₹3,719.38 sent via UPI from IDFC FIRST Bank A/c XX2247 to Deepak Nair (deepaknair@idfcbank) on 13-Jul-2025. Ref 693801043289.",Deepak Nair,3719.38
AX-AXISBK-S,Axis Bank,"AXIS Alert: INR1,763.85 received via UPI to Axis Bank A/c **6255 from Zomato (zomato@okhdfcbank) on 22/07/2025. Ref 777964298468.",Zomato,1763.85
BP-YESBNK-S,YES Bank,YES Alert: ₹227.55 received via UPI to YES Bank A/c xxxx6783 from Meena S (meenas@okaxis) on 05-Aug-2025. Ref 936904495094.,Meena S,227.55
TM-SBIINB-S,State Bank of India,"SBI Alert: Rs.3,738.17 received via UPI to State Bank of India A/c XX3321 from Myntra (myntra@ybl) on 16-06-25. Ref 732007583458.",Myntra,3738.17
BZ-HDFCBK,HDFC Bank,HDFC Alert: Rs.467.43 received via UPI to HDFC Bank A/c xxxx8151 from Karthik M (karthikm@kotak) on 15-Jun-2025. Ref 038021031644.,Karthik M,467.43
BZ-BOBMSG-I,Bank of Baroda,BOB Alert: INR442.04 sent via UPI from Bank of Baroda A/c XX3964 to Uber (uber@okaxis) on 04-Jun-2025. Ref 057007383405.,Uber,442.04
VM-HDFCBK-S,HDFC Bank,HDFC Alert: Rs.491.98 sent via UPI from HDFC Bank A/c **9487 to Arun K (arunk@sbi) on 08-08-25. Ref 171330912978.,Arun K,491.98
VM-IDFCUPI,IDFC FIRST Bank,IDFC Alert: INR346.20 sent via UPI from IDFC FIRST Bank A/c xxxx2001 to Uber (uber@kotak) on 07/07/2025. Ref 358653330535.,Uber,346.2
MD-PNBSMS-I,Punjab National Bank,PNB Alert: Rs.452.74 received via UPI to Punjab National Bank A/c **7990 from Deepak Nair (deepaknair@sbi) on 08/08/2025. Ref 359371916871.,Deepak Nair,452.74
MD-PNBSMS,Punjab National Bank,"PNB Alert: Rs.2,036.60 received via UPI to Punjab National Bank A/c XX7887 from HP Fuel (hpfuel@axl) on 30/06/2025. Ref 844089883285.",HP Fuel,2036.6
VK-INDUSUPI,IndusInd Bank,INDUSIND Alert: INR191.39 received via UPI to IndusInd Bank A/c xxxx6461 from Nisha S (nishas@kotak) on 15-Jun-2025. Ref 880374389510.,Nisha S,191.39
JD-IDFCFB,IDFC FIRST Bank,IDFC Alert: ₹299.25 sent via UPI from IDFC FIRST Bank A/c xxxx5012 to DMart (dmart@ibl) on 19-07-25. Ref 666551392250.,DMart,299.25
BZ-BOBMSG-S,Bank of Baroda,"BOB Alert: INR4,339.48 sent via UPI from Bank of Baroda A/c **3326 to Vikas T (vikast@okaxis) on 27-06-25. Ref 523182944837.",Vikas T,4339.48
BP-YESBNK,YES Bank,YES Alert: INR66.45 sent via UPI from YES Bank A/c **1427 to Myntra (myntra@ybl) on 21/08/2025. Ref 693824237126.,Myntra,66.45
VK-INDUSUPI-I,IndusInd Bank,INDUSIND Alert: Rs.264.10 sent via UPI from IndusInd Bank A/c XX3609 to Suresh R (sureshr@okaxis) on 26/07/2025. Ref 481614471540.,Suresh R,264.1
VK-BOBUPI,Bank of Baroda,"BOB Alert: INR3,9,428.27 received via UPI to Bank of Baroda A/c **1727 from Airtel Prepaid (airtelprep@kotak) on 06/08/2025. Ref 951584210040.",Airtel Prepaid,39428.27
MD-PNBSMS,Punjab National Bank,"PNB Alert: Rs.3,288.46 received via UPI to Punjab National Bank A/c **1233 from Ravi Teja (raviteja@idfcbank) on 26-07-25. Ref 037937102473.",Ravi Teja,3288.46
AD-PNBSMS,Punjab National Bank,"PNB Alert: ₹1,111.87 sent via UPI from Punjab National Bank A/c XX7493 to Croma (croma@okhdfcbank) on 07/07/2025. Ref 214211137954.",Croma,1111.87
AD-AXISBK-S,Axis Bank,"AXIS Alert: INR3,3,753.62 received via UPI to Axis Bank A/c XX8867 from Nisha S (nishas@okaxis) on 12-Jun-2025. Ref 991801521802.",Nisha S,33753.62
AX-AXISBK-I,Axis Bank,"AXIS Alert: ₹1,7,591.74 sent via UPI from Axis Bank A/c xxxx2110 to Amazon (amazon@kotak) on 29-Jun-2025. Ref 380416114833.",Amazon,17591.74
VM-IDFCUPI-I,IDFC FIRST Bank,IDFC Alert: INR382.22 sent via UPI from IDFC FIRST Bank A/c XX9238 to Sanjay Singh (sanjaysing@idfcbank) on 20/07/2025. Ref 358976211678.,Sanjay Singh,382.22
AD-ICICIB-S,ICICI Bank,"ICICI Alert: Rs.4,066.76 sent via UPI from ICICI Bank A/c **4606 to VI Prepaid (viprepaid@upi) on 19-07-25. Ref 103984866356.",VI Prepaid,4066.76
VM-IDFCUPI-I,IDFC FIRST Bank,IDFC Alert: INR243.73 received via UPI to IDFC FIRST Bank A/c **4870 from Anil Gupta (anilgupta@ibl) on 02-Aug-2025. Ref 198530299667.,Anil Gupta,243.73
VK-YESUPI-I,YES Bank,"YES Alert: Rs.2,3,551.54 received via UPI to YES Bank A/c **4445 from Swiggy (swiggy@okaxis) on 03-Aug-2025. Ref 199198962242.",Swiggy,23551.54
VM-HDFCBK,HDFC Bank,"HDFC Alert: ₹3,024.56 sent via UPI from HDFC Bank A/c XX1185 to Neha Malhotra (nehamalhot@axl) on 09/06/2025. Ref 880583563557.",Neha Malhotra,3024.56
VM-IDFCUPI-I,IDFC FIRST Bank,"IDFC Alert: Rs.1,1,008.67 received via UPI to IDFC FIRST Bank A/c xxxx1982 from Myntra (myntra@ybl) on 18-07-25. Ref 198574102145.",Myntra,11008.67
VK-ICICIB-S,ICICI Bank,"ICICI Alert: Rs.7,344.86 received via UPI to ICICI Bank A/c **3240 from Vikas T (vikast@kotak) on 26-Aug-2025. Ref 090527987620.",Vikas T,7344.86
AD-BOBMSG-I,Bank of Baroda,"BOB Alert: ₹4,521.42 received via UPI to Bank of Baroda A/c **3996 from Ola (ola@okaxis) on 23-Aug-2025. Ref 351458785198.",Ola,4521.42
TM-SBIINB-S,State Bank of India,"SBI Alert: INR1,426.75 sent via UPI from State Bank of India A/c XX3947 to Kiran Rao (kiranrao@ybl) on 15-Jul-2025. Ref 320895008484.",Kiran Rao,1426.75
MD-PNBSMS-S,Punjab National Bank,PNB Alert: ₹195.45 received via UPI to Punjab National Bank A/c xxxx9996 from Uber (uber@oksbi) on 02-Jul-2025. Ref 072794181513.,Uber,195.45
AD-YESBNK,YES Bank,"YES Alert: Rs.2,1,344.45 received via UPI to YES Bank A/c xxxx6759 from Sanjay Singh (sanjaysing@oksbi) on 18-Jul-2025. Ref 681781179496.",Sanjay Singh,21344.45
TM-SBIINB-I,State Bank of India,SBI Alert: Rs.217.79 sent via UPI from State Bank of India A/c xxxx6414 to BPCL (bpcl@ybl) on 15-06-25. Ref 378653196196.,BPCL,217.79
VK-SBIINB-S,State Bank of India,SBI Alert: Rs.254.08 sent via UPI from State Bank of India A/c XX9741 to Kiran Rao (kiranrao@ybl) on 24/07/2025. Ref 196580001746.,Kiran Rao,254.08
AD-YESBNK-S,YES Bank,YES Alert: Rs.275.50 sent via UPI from YES Bank A/c **8810 to Swiggy (swiggy@okhdfcbank) on 03/07/2025. Ref 718404250666.,Swiggy,275.5
VK-BOBUPI-S,Bank of Baroda,"BOB Alert: INR3,431.48 sent via UPI from Bank of Baroda A/c **9519 to Meena S (meenas@upi) on 15/07/2025. Ref 771694631198.",Meena S,3431.48
VK-AXISUPI,Axis Bank,"AXIS Alert: ₹1,9,934.83 received via UPI to Axis Bank A/c **7008 from Croma (croma@sbi) on 24-Aug-2025. Ref 941307540230.",Croma,19934.83
VK-INDUSUPI-I,IndusInd Bank,"INDUSIND Alert: ₹1,4,011.01 received via UPI to IndusInd Bank A/c XX4050 from Sanjay Singh (sanjaysing@axl) on 09/07/2025. Ref 207786807905.",Sanjay Singh,14011.01
VK-INDUSUPI,IndusInd Bank,"INDUSIND Alert: ₹2,893.04 received via UPI to IndusInd Bank A/c XX1774 from IRCTC (irctc@sbi) on 02-08-25. Ref 946711308098.",IRCTC,2893.04
VK-SBIINB-I,State Bank of India,"SBI Alert: INR4,611.64 sent via UPI from State Bank of India A/c **5845 to Amit Sharma (amitsharma@oksbi) on 04-Jun-2025. Ref 006361421570.",Amit Sharma,4611.64
AD-BOBMSG-S,Bank of Baroda,BOB Alert: Rs.371.16 received via UPI to Bank of Baroda A/c XX9015 from Uber (uber@ibl) on 15-Aug-2025. Ref 350134610588.,Uber,371.16
AD-AXISBK,Axis Bank,AXIS Alert: ₹513.98 received via UPI to Axis Bank A/c xxxx2901 from Divya R (divyar@ybl) on 09-Aug-2025. Ref 526498608150.,Divya R,513.98
VM-ICICIB-I,ICICI Bank,"ICICI Alert: Rs.3,095.50 sent via UPI from ICICI Bank A/c XX4977 to Swiggy (swiggy@upi) on 01-08-25. Ref 987581071705.",Swiggy,3095.5
VK-PNBUPI,Punjab National Bank,"PNB Alert: Rs.2,274.49 sent via UPI from Punjab National Bank A/c XX3413 to Suresh R (sureshr@idfcbank) on 18/08/2025. Ref 866872641665.",Suresh R,2274.49
MD-PNBSMS,Punjab National Bank,"PNB Alert: Rs.2,878.84 sent via UPI from Punjab National Bank A/c XX7804 to Zomato (zomato@okhdfcbank) on 16-08-25. Ref 211627341481.",Zomato,2878.84
BZ-HDFCBK-S,HDFC Bank,"HDFC Alert: ₹1,126.84 sent via UPI from HDFC Bank A/c XX3431 to Neha Malhotra (nehamalhot@okaxis) on 10-08-25. Ref 074905800988.",Neha Malhotra,1126.84
AD-BOBMSG,Bank of Baroda,BOB Alert: ₹221.33 sent via UPI from Bank of Baroda A/c xxxx8043 to JioMart (jiomart@sbi) on 14/07/2025. Ref 451006575983.,JioMart,221.33
BP-YESBNK-I,YES Bank,"YES Alert: ₹3,269.82 sent via UPI from YES Bank A/c xxxx7877 to Vikas T (vikast@okhdfcbank) on 17/06/2025. Ref 508203544022.",Vikas T,3269.82
VK-SBIINB,State Bank of India,SBI Alert: Rs.403.82 sent via UPI from State Bank of India A/c **2990 to BPCL (bpcl@okhdfcbank) on 22-Jun-2025. Ref 749843340047.,BPCL,403.82
VM-INDUSB-I,IndusInd Bank,INDUSIND Alert: ₹155.74 sent via UPI from IndusInd Bank A/c XX2457 to Sanjay Singh (sanjaysing@oksbi) on 21-08-25. Ref 282515080440.,Sanjay Singh,155.74
AD-SBIUPI-S,State Bank of India,SBI Alert: Rs.209.58 sent via UPI from State Bank of India A/c xxxx1629 to Uber (uber@ibl) on 10-08-25. Ref 197863923331.,Uber,209.58
MD-PNBSMS-I,Punjab National Bank,PNB Alert: Rs.307.01 sent via UPI from Punjab National Bank A/c **7990 to Vikas T (vikast@okaxis) on 17-Jul-2025. Ref 027923654230.,Vikas T,307.01
BZ-BOBMSG-S,Bank of Baroda,"BOB Alert: INR1,622.80 received via UPI to Bank of Baroda A/c **4314 from Amazon (amazon@okaxis) on 31-07-25. Ref 203851813205.",Amazon,1622.8
AD-PNBSMS-S,Punjab National Bank,"PNB Alert: Rs.1,103.51 received via UPI to Punjab National Bank A/c xxxx6911 from Sanjay Singh (sanjaysing@okaxis) on 26/08/2025. Ref 229428146763.",Sanjay Singh,1103.51
VM-INDUSB-I,IndusInd Bank,"INDUSIND Alert: INR2,1,612.77 sent via UPI from IndusInd Bank A/c **6676 to Croma (croma@axl) on 12/06/2025. Ref 017750158877.",Croma,21612.77
VK-BOBUPI-I,Bank of Baroda,"BOB Alert: INR1,2,003.13 sent via UPI from Bank of Baroda A/c XX7765 to Meena S (meenas@sbi) on 24/06/2025. Ref 863621526680.",Meena S,12003.13
AD-BOBMSG-I,Bank of Baroda,"BOB Alert: Rs.1,434.15 sent via UPI from Bank of Baroda A/c XX3881 to Amazon (amazon@upi) on 11/06/2025. Ref 621399902350.",Amazon,1434.15
TM-SBIINB-S,State Bank of India,"SBI Alert: ₹1,364.98 received via UPI to State Bank of India A/c XX8138 from Meena S (meenas@ybl) on 09/07/2025. Ref 896543666404.",Meena S,1364.98
VM-IDFCUPI-S,IDFC FIRST Bank,IDFC Alert: Rs.125.87 received via UPI to IDFC FIRST Bank A/c **3967 from Flipkart (flipkart@ibl) on 16-Aug-2025. Ref 088256571419.,Flipkart,125.87
JD-IDFCFB,IDFC FIRST Bank,"IDFC Alert: INR2,9,122.21 received via UPI to IDFC FIRST Bank A/c xxxx5331 from Sunita J (sunitaj@ibl) on 22-07-25. Ref 343926635216.",Sunita J,29122.21
VK-YESUPI-S,YES Bank,"YES Alert: INR3,607.52 received via UPI to YES Bank A/c xxxx6025 from Tata Sky (tatasky@ibl) on 08/07/2025. Ref 895117271477.",Tata Sky,3607.52
VK-PNBUPI-S,Punjab National Bank,"PNB Alert: INR2,0,230.75 received via UPI to Punjab National Bank A/c XX9039 from Meena S (meenas@sbi) on 21-08-25. Ref 349943506892.",Meena S,20230.75
VK-PNBUPI,Punjab National Bank,"PNB Alert: ₹3,672.39 sent via UPI from Punjab National Bank A/c XX8573 to Swiggy (swiggy@ybl) on 07-06-25. Ref 406452656911.",Swiggy,3672.39
AD-ICICIB,ICICI Bank,"ICICI Alert: INR2,281.90 sent via UPI from ICICI Bank A/c XX9296 to Vikas T (vikast@ybl) on 21/08/2025. Ref 756628994273.",Vikas T,2281.9
JD-IDFCFB-I,IDFC FIRST Bank,"IDFC Alert: Rs.2,0,272.86 received via UPI to IDFC FIRST Bank A/c **4315 from Flipkart (flipkart@kotak) on 13-Jul-2025. Ref 497847670773.",Flipkart,20272.86
AD-BOBMSG,Bank of Baroda,BOB Alert: Rs.182.49 sent via UPI from Bank of Baroda A/c **2077 to Meena S (meenas@okaxis) on 18-Jul-2025. Ref 761059851764.,Meena S,182.49
VM-INDUSB-S,IndusInd Bank,"INDUSIND Alert: ₹5,170.82 sent via UPI from IndusInd Bank A/c XX7537 to Flipkart (flipkart@okaxis) on 13-Aug-2025. Ref 010827370395.",Flipkart,5170.82
AX-AXISBK,Axis Bank,"AXIS Alert: ₹1,598.78 sent via UPI from Axis Bank A/c XX7592 to Amit Sharma (amitsharma@kotak) on 22-Aug-2025. Ref 629578813697.",Amit Sharma,1598.78
TM-SBIINB-S,State Bank of India,"SBI Alert: Rs.2,936.16 received via UPI to State Bank of India A/c xxxx7651 from Big Bazaar (bigbazaar@ybl) on 11-Aug-2025. Ref 222714554891.",Big Bazaar,2936.16
JD-IDFCFB-S,IDFC FIRST Bank,"IDFC Alert: INR1,181.00 sent via UPI from IDFC FIRST Bank A/c xxxx3412 to Anil Gupta (anilgupta@ibl) on 14/08/2025. Ref 894886574618.",Anil Gupta,1181
JD-IDFCFB-S,IDFC FIRST Bank,"IDFC Alert: ₹4,3,887.11 received via UPI to IDFC FIRST Bank A/c XX7283 from Myntra (myntra@okhdfcbank) on 18-Aug-2025. Ref 210619872483.",Myntra,43887.11
VK-AXISUPI,Axis Bank,"AXIS Alert: ₹4,9,173.57 sent via UPI from Axis Bank A/c XX1490 to Suresh R (sureshr@kotak) on 02-08-25. Ref 007037419508.",Suresh R,49173.57
AD-PNBSMS-I,Punjab National Bank,PNB Alert: INR79.50 received via UPI to Punjab National Bank A/c **9620 from Croma (croma@axl) on 11-Jul-2025. Ref 311643644044.,Croma,79.5
VK-BOBUPI,Bank of Baroda,BOB Alert: INR457.39 received via UPI to Bank of Baroda A/c XX9515 from Kiran Rao (kiranrao@sbi) on 19-07-25. Ref 942315343224.,Kiran Rao,457.39
